Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_Name,Segment,Region,State,Category,Sub_Category,Sales,Quantity,Discount,Profit,Sales_capped,Profit_capped,Sales_norm,Quantity_norm,Discount_norm,Profit_norm,Category_enc,Segment_enc,Region_Central,Region_East,Region_South,Region_West,Ship_First Class,Ship_Same Day,Ship_Second Class,Ship_Standard Class,Month,is_outlier
ORD-10010,2023-08-03,2023-08-07,Standard Class,Customer_144,Consumer,South,Florida,Furniture,Chairs,393.04,3.0,0.2,53.76,393.04,53.76,0.614052924956384,0.1538461538461538,0.4,0.6015723270440252,0,0,False,False,True,False,False,False,False,True,2023-08-01,False
ORD-10011,2023-11-27,2023-12-01,Second Class,Customer_22,Consumer,South,Illinois,Office Supplies,Paper,48.38,5.0,0.0,12.57,48.38,12.57,0.0686465722209255,0.3076923076923077,0.0,0.4022980164489598,1,0,False,False,True,False,False,False,True,False,2023-11-01,False
ORD-10012,2024-04-03,2024-04-05,Standard Class,Customer_128,Consumer,East,Washington,Office Supplies,Art,51.72,13.0,0.0,18.99,51.72,18.99,0.0739319468455887,0.9230769230769232,0.0,0.4333575229801644,1,0,False,True,False,False,False,False,False,True,2024-04-01,False
ORD-10013,2023-03-29,2023-04-04,Standard Class,Customer_96,Consumer,East,Michigan,Office Supplies,Art,66.15,1.0,0.1,21.25,66.15,21.25,0.0967666641611248,0.0,0.2,0.4442912433478471,1,0,False,True,False,False,False,False,False,True,2023-03-01,False
ORD-10014,2024-01-08,2024-01-13,Standard Class,Customer_71,Corporate,East,Florida,Technology,Accessories,403.66,7.0,0.4,17.93,403.66,17.93,0.6308585173258221,0.4615384615384615,0.8,0.4282293178519593,2,1,False,True,False,False,False,False,False,True,2024-01-01,False
ORD-10015,2023-04-10,2023-04-13,Same Day,Customer_243,Home Office,West,Washington,Furniture,Furnishings,96.76,9.0,0.1,11.44,96.76,11.44,0.1452053819039217,0.6153846153846154,0.2,0.3968311562651185,0,2,False,False,False,True,False,True,False,False,2023-04-01,False
ORD-10016,2024-10-25,2024-10-26,Standard Class,Customer_218,Consumer,South,Washington,Office Supplies,Storage,149.42,1.0,0.1,62.75,149.42,62.75,0.2285370668544504,0.0,0.2,0.645065312046444,1,0,False,False,True,False,False,False,False,True,2024-10-01,False
ORD-10017,2023-05-11,2023-05-13,Second Class,Customer_246,Home Office,West,New York,Office Supplies,Storage,54.76,13.0,0.1,19.23,54.76,19.23,0.0787425872225277,0.9230769230769232,0.2,0.43451862602806,1,2,False,False,False,True,False,False,True,False,2023-05-01,False
ORD-10018,2024-10-23,2024-10-27,Standard Class,Customer_161,Consumer,Central,Michigan,Office Supplies,Art,24.55,2.0,0.0,18.525,24.55,18.525,0.0309368484766964,0.0769230769230769,0.0,0.4311078858248669,1,0,True,False,False,False,False,False,False,True,2024-10-01,False
ORD-10019,2023-11-05,2023-11-08,Standard Class,Customer_200,Consumer,Central,Pennsylvania,Office Supplies,Art,68.84,7.0,0.5,-9.54,68.84,-9.54,0.1010234479157188,0.4615384615384615,1.0,0.2953313981615868,1,0,True,False,False,False,False,False,False,True,2023-11-01,False
ORD-10020,2023-12-10,2023-12-13,Standard Class,Customer_246,Consumer,East,Illinois,Office Supplies,Binders,154.3,3.0,0.15,49.69,154.3,49.69,0.2362594106174315,0.1538461538461538,0.3,0.5818819545234639,1,0,False,True,False,False,False,False,False,True,2023-12-01,False
ORD-10021,2024-05-06,2024-05-07,Standard Class,Customer_227,Consumer,Central,Ohio,Technology,Machines,220.59,8.0,0.0,94.99,220.59,94.99,0.341159854889565,0.5384615384615384,0.0,0.8010401548137397,2,0,True,False,False,False,False,False,False,True,2024-05-01,False
ORD-10022,2024-02-18,2024-02-24,Standard Class,Customer_175,Home Office,South,Georgia,Office Supplies,Storage,178.46,7.0,0.15,18.23,178.46,18.23,0.2744913420341572,0.4615384615384615,0.3,0.4296806966618287,1,2,False,False,True,False,False,False,False,True,2024-02-01,False
ORD-10023,2024-01-21,2024-01-25,Standard Class,Customer_123,Consumer,Central,Ohio,Office Supplies,Paper,86.2,6.0,0.0,37.66,86.2,37.66,0.1284947363840284,0.3846153846153846,0.0,0.523681664247702,1,0,True,False,False,False,False,False,False,True,2024-01-01,False
ORD-10024,2023-07-11,2023-07-16,First Class,Customer_29,Corporate,East,Florida,Office Supplies,Storage,9.39,10.0,0.4,-0.21,9.39,-0.21,0.006946944491698,0.6923076923076923,0.8,0.3404692791485244,1,1,False,True,False,False,True,False,False,False,2023-07-01,False
ORD-10025,2023-10-04,2023-10-07,Standard Class,Customer_207,Consumer,West,Michigan,Office Supplies,Binders,186.79,10.0,0.0,52.51,186.79,52.51,0.287673129645967,0.6923076923076923,0.0,0.5955249153362361,1,0,False,False,False,True,False,False,False,True,2023-10-01,False
ORD-10026,2023-06-10,2023-06-11,Second Class,Customer_270,Home Office,Central,Florida,Furniture,Tables,55.32,11.0,0.15,18.525,55.32,18.525,0.0796287578182796,0.7692307692307693,0.3,0.4311078858248669,0,2,True,False,False,False,False,False,True,False,2023-06-01,False
ORD-10027,2024-04-04,2024-04-09,Standard Class,Customer_232,Consumer,South,Michigan,Office Supplies,Art,56.85,4.0,0.0,18.68,56.85,18.68,0.0820499024816732,0.2307692307692307,0.0,0.4318577648766327,1,0,False,False,True,False,False,False,False,True,2024-04-01,False
ORD-10028,2023-11-10,2023-11-16,Standard Class,Customer_90,Consumer,South,Illinois,Office Supplies,Art,96.76,9.0,0.2,7.6,96.76,7.6,0.1452053819039217,0.6153846153846154,0.4,0.3782535074987905,1,0,False,False,True,False,False,False,False,True,2023-11-01,False
ORD-10029,2023-01-22,2023-01-26,Second Class,Customer_45,Consumer,South,Georgia,Technology,Phones,151.96,1.0,0.2,45.13,151.96,45.13,0.2325564834851824,0.0,0.4,0.5598209966134495,2,0,False,False,True,False,False,False,True,False,2023-01-01,False
ORD-10030,2023-09-10,2023-09-16,Standard Class,Customer_155,Consumer,West,Georgia,Office Supplies,Paper,76.91,11.0,0.15,22.42,76.91,22.42,0.1137937991795009,0.7692307692307693,0.3,0.4499516207063377,1,0,False,False,False,True,False,False,False,True,2023-09-01,False
ORD-10031,2024-07-14,2024-07-17,Standard Class,Customer_97,Consumer,South,Illinois,Office Supplies,Art,119.14,2.0,0.1,20.06,119.14,20.06,0.1806205567841502,0.0769230769230769,0.2,0.4385341074020319,1,0,False,False,True,False,False,False,False,True,2024-07-01,False
ORD-10032,2024-04-19,2024-04-24,Second Class,Customer_53,Home Office,East,Pennsylvania,Office Supplies,Labels,13.3,14.0,0.3,1.48,13.3,1.48,0.0131343141870373,1.0,0.6,0.3486453797774552,1,2,False,True,False,False,False,False,True,False,2024-04-01,False
ORD-10033,2023-02-28,2023-03-05,First Class,Customer_210,Corporate,East,Washington,Office Supplies,Art,136.56,4.0,0.0,56.82,136.56,56.82,0.2081867921020046,0.2307692307692307,0.0,0.6163763909046929,1,1,False,True,False,False,True,False,False,False,2023-02-01,False
ORD-10034,2024-05-25,2024-05-30,Standard Class,Customer_9,Corporate,South,Michigan,Office Supplies,Labels,85.47,3.0,0.0,30.5,85.47,30.5,0.127339549714566,0.1538461538461538,0.0,0.4890420899854862,1,1,False,False,True,False,False,False,False,True,2024-05-01,False
ORD-10035,2024-11-12,2024-11-15,Standard Class,Customer_32,Corporate,Central,California,Office Supplies,Binders,130.47,1.0,0.0,39.54,130.47,39.54,0.1985496868732024,0.0,0.0,0.5327769714562167,1,1,True,False,False,False,False,False,False,True,2024-11-01,False
ORD-10036,2024-04-20,2024-04-23,First Class,Customer_63,Consumer,South,California,Technology,Phones,367.78,7.0,0.5,-52.44,367.78,-52.44,0.5740803012980026,0.4615384615384615,1.0,0.087784228350266,2,0,False,False,True,False,True,False,False,False,2024-04-01,False
ORD-10037,2024-11-30,2024-12-06,Standard Class,Customer_221,Consumer,East,Washington,Office Supplies,Art,183.93,7.0,0.1,53.49,183.93,53.49,0.2831473298176625,0.4615384615384615,0.2,0.6002660861151426,1,0,False,True,False,False,False,False,False,True,2024-11-01,False
ORD-10038,2023-07-09,2023-07-11,Second Class,Customer_169,Home Office,East,Florida,Office Supplies,Storage,64.83,2.0,0.2,13.16,64.83,13.16,0.0946778334711381,0.0769230769230769,0.4,0.4051523947750363,1,2,False,True,False,False,False,False,True,False,2023-07-01,False
ORD-10039,2024-11-17,2024-11-23,Standard Class,Customer_250,Home Office,East,Michigan,Technology,Phones,96.76,5.0,0.15,89.72,96.76,89.72,0.1452053819039217,0.3076923076923077,0.3,0.775544267053701,2,2,False,True,False,False,False,False,False,True,2024-11-01,False
ORD-10040,2024-07-16,2024-07-20,Standard Class,Customer_150,Home Office,Central,Texas,Office Supplies,Paper,60.93,6.0,0.0,8.56,60.93,8.56,0.088506288250723,0.3846153846153846,0.0,0.3828979196903725,1,2,True,False,False,False,False,False,False,True,2024-07-01,False
ORD-10041,2024-07-20,2024-07-21,Second Class,Customer_291,Home Office,Central,Georgia,Office Supplies,Art,11.15,11.0,0.0,2.75,11.15,2.75,0.0097320520783469,0.7692307692307693,0.0,0.3547895500725689,1,2,True,False,False,False,False,False,True,False,2024-07-01,False
ORD-10042,2023-09-01,2023-09-06,Standard Class,Customer_65,Consumer,Central,Ohio,Furniture,Tables,96.76,7.0,0.0,177.99,96.76,136.11499999999998,0.1452053819039217,0.4615384615384615,0.0,1.0,0,0,True,False,False,False,False,False,False,True,2023-09-01,True
ORD-10043,2024-05-19,2024-05-21,Standard Class,Customer_280,Consumer,East,Texas,Technology,Copiers,133.44,1.0,0.1,11.95,133.44,11.95,0.2032495559256724,0.0,0.2,0.3992985002418964,2,0,False,True,False,False,False,False,False,True,2024-05-01,False
ORD-10044,2023-05-11,2023-05-12,Standard Class,Customer_25,Consumer,West,Ohio,Furniture,Bookcases,122.43,7.0,0.0,54.45,122.43,54.45,0.1858268090341927,0.4615384615384615,0.0,0.6049104983067247,0,0,False,False,False,True,False,False,False,True,2023-05-01,False
ORD-10045,2024-04-29,2024-05-01,First Class,Customer_296,Consumer,South,Georgia,Office Supplies,Storage,6.84,4.0,0.0,2.96,6.84,2.96,0.002911703386042,0.2307692307692307,0.0,0.3558055152394774,1,0,False,False,True,False,True,False,False,False,2024-04-01,False
ORD-10046,2024-10-08,2024-10-14,Second Class,Customer_222,Consumer,South,California,Furniture,Bookcases,50.19,8.0,0.3,4.18,50.19,4.18,0.0715108021821951,0.5384615384615384,0.6,0.3617077890662796,0,0,False,False,True,False,False,False,True,False,2024-10-01,False
ORD-10047,2023-01-21,2023-01-24,Standard Class,Customer_33,Consumer,East,Illinois,Office Supplies,Storage,117.42,13.0,0.4,4.44,117.42,4.44,0.1778987470971979,0.9230769230769232,0.8,0.3629656507014997,1,0,False,True,False,False,False,False,False,True,2023-01-01,False
ORD-10048,2023-06-16,2023-06-21,Standard Class,Customer_297,Corporate,Central,Pennsylvania,Office Supplies,Storage,44.99,4.0,0.0,17.65,44.99,17.65,0.0632820752216415,0.2307692307692307,0.0,0.4268746976294145,1,1,True,False,False,False,False,False,False,True,2023-06-01,False
ORD-10049,2023-10-01,2023-10-07,Second Class,Customer_45,Home Office,West,New York,Furniture,Chairs,372.83,6.0,0.0,127.01,372.83,127.01,0.582071661134694,0.3846153846153846,0.0,0.9559506531204645,0,2,False,False,False,True,False,False,True,False,2023-10-01,False
ORD-10050,2024-01-23,2024-01-24,First Class,Customer_263,Corporate,West,Florida,Furniture,Chairs,572.96,9.0,0.0,137.56,572.96,136.11499999999998,0.8987668777915365,0.6153846153846154,0.0,1.0,0,1,False,False,False,True,True,False,False,False,2024-01-01,True
ORD-10051,2024-08-23,2024-08-24,Second Class,Customer_16,Home Office,Central,Washington,Furniture,Tables,152.5,5.0,0.15,44.59,152.5,44.59,0.233411005131086,0.3076923076923077,0.3,0.5572085147556846,0,2,True,False,False,False,False,False,True,False,2024-08-01,False
ORD-10052,2023-11-12,2023-11-13,Standard Class,Customer_205,Consumer,South,California,Office Supplies,Labels,30.28,14.0,0.3,5.83,30.28,5.83,0.0400042726082295,1.0,0.6,0.3696903725205612,1,0,False,False,True,False,False,False,False,True,2023-11-01,False
ORD-10053,2023-01-14,2023-01-15,Second Class,Customer_51,Consumer,South,Illinois,Office Supplies,Paper,104.21,12.0,0.0,26.4,104.21,26.4,0.156994615722407,0.8461538461538461,0.0,0.469206579583938,1,0,False,False,True,False,False,False,True,False,2023-01-01,False
ORD-10054,2023-08-30,2023-08-31,Second Class,Customer_166,Corporate,West,Illinois,Office Supplies,Art,35.42,4.0,0.0,8.4,35.42,8.4,0.0481380527192382,0.2307692307692307,0.0,0.3821238509917755,1,1,False,False,False,True,False,False,True,False,2023-08-01,False
ORD-10055,2023-12-12,2023-12-14,Standard Class,Customer_90,Consumer,West,Ohio,Office Supplies,Art,123.52,8.0,0.2,19.65,123.52,19.65,0.1875516768009242,0.5384615384615384,0.4,0.436550556361877,1,0,False,False,False,True,False,False,False,True,2023-12-01,False
ORD-10056,2024-07-18,2024-07-24,Standard Class,Customer_29,Consumer,Central,Illinois,Office Supplies,Binders,49.92,13.0,0.15,8.23,49.92,8.23,0.0710835413592432,0.9230769230769232,0.3,0.3813014029995162,1,0,True,False,False,False,False,False,False,True,2024-07-01,False
ORD-10057,2023-12-06,2023-12-11,Standard Class,Customer_52,Consumer,South,Michigan,Furniture,Bookcases,683.78,9.0,0.0,247.25,636.9324999999999,136.11499999999998,1.0,0.6153846153846154,0.0,1.0,0,0,False,False,True,False,False,False,False,True,2023-12-01,True
ORD-10058,2023-04-02,2023-04-05,Second Class,Customer_29,Consumer,West,Florida,Office Supplies,Art,36.16,4.0,0.15,18.525,36.16,18.525,0.0493090638636246,0.2307692307692307,0.3,0.4311078858248669,1,0,False,False,False,True,False,False,True,False,2023-04-01,False
ORD-10059,2024-01-02,2024-01-05,Standard Class,Customer_197,Corporate,South,New York,Technology,Phones,944.56,3.0,0.0,160.9,636.9324999999999,136.11499999999998,1.0,0.1538461538461538,0.0,1.0,2,1,False,False,True,False,False,False,False,True,2024-01-01,True
ORD-10060,2024-03-30,2024-04-05,Second Class,Customer_239,Consumer,West,California,Office Supplies,Labels,96.76,8.0,0.1,5.72,96.76,5.72,0.1452053819039217,0.5384615384615384,0.2,0.3691582002902757,1,0,False,False,False,True,False,False,True,False,2024-03-01,False
ORD-10061,2024-03-03,2024-03-09,First Class,Customer_259,Corporate,Central,Michigan,Office Supplies,Paper,68.43,14.0,0.2,9.41,68.43,9.41,0.100374644443829,1.0,0.4,0.3870101596516691,1,1,True,False,False,False,True,False,False,False,2024-03-01,False
ORD-10062,2024-05-23,2024-05-26,First Class,Customer_228,Corporate,South,California,Office Supplies,Labels,33.82,5.0,0.2,7.13,33.82,7.13,0.0456061367313755,0.3076923076923077,0.4,0.3759796806966618,1,1,False,False,True,False,True,False,False,False,2024-05-01,False
ORD-10063,2023-02-04,2023-02-07,First Class,Customer_262,Consumer,West,Pennsylvania,Office Supplies,Storage,48.83,2.0,0.1,15.11,48.83,15.11,0.0693586735925118,0.0769230769230769,0.2,0.4145863570391872,1,0,False,False,False,True,True,False,False,False,2023-02-01,False
ORD-10064,2023-07-25,2023-07-27,Same Day,Customer_47,Consumer,West,New York,Office Supplies,Storage,84.34,10.0,0.4,4.12,84.34,4.12,0.1255513840481381,0.6923076923076923,0.8,0.3614175133043057,1,0,False,False,False,True,False,True,False,False,2023-07-01,False
ORD-10065,2023-03-22,2023-03-26,Standard Class,Customer_151,Consumer,West,Illinois,Furniture,Bookcases,257.28,9.0,0.1,68.17,257.28,68.17,0.3992198533862398,0.6153846153846154,0.2,0.6712868892114175,0,0,False,False,False,True,False,False,False,True,2023-03-01,False
ORD-10066,2024-07-15,2024-07-20,Second Class,Customer_117,Consumer,West,Pennsylvania,Furniture,Chairs,530.97,3.0,0.2,102.82,530.97,102.82,0.8323199075850666,0.1538461538461538,0.4,0.8389211417513304,0,0,False,False,False,True,False,False,True,False,2024-07-01,False
ORD-10067,2024-01-23,2024-01-24,Standard Class,Customer_266,Corporate,Central,Ohio,Furniture,Furnishings,565.98,12.0,0.1,160.24,565.98,136.11499999999998,0.8877213942944857,0.8461538461538461,0.2,1.0,0,1,True,False,False,False,False,False,False,True,2024-01-01,True
ORD-10068,2023-01-02,2023-01-06,First Class,Customer_83,Corporate,South,Pennsylvania,Technology,Accessories,345.56,2.0,0.3,10.22,345.56,10.22,0.5389183180165604,0.0769230769230769,0.6,0.3909288824383163,2,1,False,False,True,False,True,False,False,False,2023-01-01,False
ORD-10069,2024-01-25,2024-01-31,Standard Class,Customer_212,Corporate,South,Texas,Office Supplies,Storage,86.69,1.0,0.3,-5.26,86.69,-5.26,0.1292701356553113,0.0,0.6,0.3160377358490566,1,1,False,False,True,False,False,False,False,True,2024-01-01,False
ORD-10070,2024-07-19,2024-07-22,Same Day,Customer_21,Consumer,East,Ohio,Furniture,Tables,234.53,14.0,0.0,59.21,234.53,59.21,0.3632191729338181,1.0,0.0,0.6279390420899854,0,0,False,True,False,False,False,True,False,False,2024-07-01,False
ORD-10071,2023-04-16,2023-04-20,Second Class,Customer_217,Corporate,South,New York,Furniture,Tables,328.23,8.0,0.4,-6.02,328.23,-6.02,0.5114945029730233,0.5384615384615384,0.8,0.3123609095307209,0,1,False,False,True,False,False,False,True,False,2023-04-01,False
ORD-10072,2024-04-21,2024-04-26,First Class,Customer_183,Corporate,East,Florida,Office Supplies,Storage,77.84,11.0,0.3,1.33,77.84,1.33,0.1152654753474461,0.7692307692307693,0.6,0.3479196903725205,1,1,False,True,False,False,True,False,False,False,2024-04-01,False
ORD-10073,2024-12-03,2024-12-09,Standard Class,Customer_27,Consumer,West,Texas,Furniture,Furnishings,181.71,3.0,0.1,19.49,181.71,19.49,0.2796342963845031,0.1538461538461538,0.2,0.4357764876632801,0,0,False,False,False,True,False,False,False,True,2024-12-01,False
ORD-10074,2024-02-06,2024-02-07,Standard Class,Customer_55,Corporate,Central,California,Office Supplies,Storage,12.86,7.0,0.0,6.35,12.86,6.35,0.0124380372903751,0.4615384615384615,0.0,0.3722060957910014,1,1,True,False,False,False,False,False,False,True,2024-02-01,False
ORD-10075,2024-12-30,2024-12-31,First Class,Customer_209,Consumer,Central,Washington,Technology,Accessories,190.9,1.0,0.1,45.57,190.9,45.57,0.2941769888397891,0.0,0.2,0.5619496855345912,2,0,True,False,False,False,True,False,False,False,2024-12-01,False
ORD-10076,2024-07-09,2024-07-14,Standard Class,Customer_207,Corporate,West,Washington,Office Supplies,Storage,33.78,1.0,0.3,2.02,33.78,2.02,0.045542838831679,0.0,0.6,0.3512578616352201,1,1,False,False,False,True,False,False,False,True,2024-07-01,False
ORD-10077,2023-06-11,2023-06-16,First Class,Customer_70,Corporate,East,Texas,Office Supplies,Paper,101.63,12.0,0.0,41.04,101.63,41.04,0.1529119011919786,0.8461538461538461,0.0,0.5400338655055636,1,1,False,True,False,False,True,False,False,False,2023-06-01,False
ORD-10078,2023-07-21,2023-07-24,Standard Class,Customer_22,Consumer,West,Florida,Technology,Accessories,288.48,9.0,0.4,-12.58,288.48,-12.58,0.4485922151495611,0.6153846153846154,0.8,0.2806240928882438,2,0,False,False,False,True,False,False,False,True,2023-07-01,False
ORD-10079,2023-09-27,2023-09-28,Second Class,Customer_20,Corporate,Central,Michigan,Office Supplies,Storage,87.99,12.0,0.0,31.58,87.99,31.58,0.1313273173954497,0.8461538461538461,0.0,0.494267053701016,1,1,True,False,False,False,False,False,True,False,2023-09-01,False
ORD-10080,2023-09-28,2023-10-04,Standard Class,Customer_135,Consumer,Central,Washington,Furniture,Chairs,18.74,8.0,0.0,7.22,18.74,7.22,0.0217428285457703,0.5384615384615384,0.0,0.3764150943396226,0,0,True,False,False,False,False,False,False,True,2023-09-01,False
ORD-10081,2024-03-31,2024-04-04,Second Class,Customer_39,Consumer,South,Texas,Office Supplies,Labels,19.04,12.0,0.1,4.31,19.04,4.31,0.0222175627934945,0.8461538461538461,0.2,0.3623367198838897,1,0,False,False,True,False,False,False,True,False,2024-03-01,False
ORD-10082,2024-04-06,2024-04-12,Second Class,Customer_299,Home Office,East,New York,Technology,Accessories,266.51,13.0,0.15,42.69,266.51,42.69,0.4138258437412224,0.9230769230769232,0.3,0.5480164489598451,2,2,False,True,False,False,False,False,True,False,2024-04-01,False
ORD-10083,2024-12-27,2024-12-29,Standard Class,Customer_210,Home Office,South,Georgia,Technology,Accessories,980.01,3.0,0.15,306.66,636.9324999999999,136.11499999999998,1.0,0.1538461538461538,0.3,1.0,2,2,False,False,True,False,False,False,False,True,2024-12-01,True
ORD-10084,2023-09-09,2023-09-11,Standard Class,Customer_5,Consumer,Central,Florida,Office Supplies,Labels,56.5,6.0,0.0,22.55,56.5,22.55,0.0814960458593283,0.3846153846153846,0.0,0.4505805515239477,1,0,True,False,False,False,False,False,False,True,2023-09-01,False
ORD-10085,2024-12-02,2024-12-07,Standard Class,Customer_241,Consumer,Central,Florida,Furniture,Tables,120.52,11.0,0.4,-22.94,120.52,-22.94,0.1828043343236817,0.7692307692307693,0.8,0.230503144654088,0,0,True,False,False,False,False,False,False,True,2024-12-01,False
ORD-10086,2023-10-23,2023-10-26,Second Class,Customer_157,Consumer,South,Michigan,Technology,Phones,58.95,3.0,0.0,17.48,58.95,17.48,0.085373042215743,0.1538461538461538,0.0,0.4260522496371553,2,0,False,False,True,False,False,False,True,False,2023-10-01,False
ORD-10087,2024-12-25,2024-12-27,Standard Class,Customer_147,Consumer,South,Ohio,Technology,Phones,473.65,13.0,0.0,136.17,473.65,136.11499999999998,0.7416140173198879,0.9230769230769232,0.0,1.0,2,0,False,False,True,False,False,False,False,True,2024-12-01,True
ORD-10088,2024-12-20,2024-12-21,Second Class,Customer_196,Home Office,Central,Illinois,Office Supplies,Paper,23.04,12.0,0.0,6.92,23.04,6.92,0.0285473527631511,0.8461538461538461,0.0,0.3749637155297532,1,2,True,False,False,False,False,False,True,False,2024-12-01,False
ORD-10089,2023-12-04,2023-12-10,Standard Class,Customer_168,Home Office,South,Washington,Technology,Copiers,212.23,4.0,0.15,60.27,212.23,60.27,0.3279305938529827,0.2307692307692307,0.3,0.6330672472181906,2,2,False,False,True,False,False,False,False,True,2023-12-01,False
ORD-10090,2023-02-22,2023-02-28,Standard Class,Customer_43,Corporate,South,Illinois,Technology,Phones,149.83,1.0,0.4,-8.47,149.83,-8.47,0.2291858703263403,0.0,0.8,0.3005079825834543,2,1,False,False,True,False,False,False,False,True,2023-02-01,False
ORD-10091,2023-08-05,2023-08-10,Standard Class,Customer_3,Consumer,East,Illinois,Office Supplies,Storage,23.38,5.0,0.15,2.43,23.38,2.43,0.0290853849105719,0.3076923076923077,0.3,0.3532414126753749,1,0,False,True,False,False,False,False,False,True,2023-08-01,False
ORD-10092,2023-07-07,2023-07-11,Standard Class,Customer_232,Corporate,Central,New York,Office Supplies,Art,15.97,1.0,0.1,0.79,15.97,0.79,0.0173594489917831,0.0,0.2,0.3453072085147557,1,1,True,False,False,False,False,False,False,True,2023-07-01,False
ORD-10093,2024-01-15,2024-01-20,Standard Class,Customer_32,Consumer,West,California,Office Supplies,Paper,48.5,13.0,0.0,19.08,48.5,19.08,0.0688364659200152,0.9230769230769232,0.0,0.4337929366231253,1,0,False,False,False,True,False,False,False,True,2024-01-01,False
ORD-10094,2024-05-07,2024-05-11,Same Day,Customer_36,Home Office,East,Illinois,Furniture,Furnishings,344.86,1.0,0.1,83.6,344.86,83.6,0.5378106047718705,0.0,0.2,0.7459361393323658,0,2,False,True,False,False,False,True,False,False,2024-05-01,False
ORD-10095,2023-02-10,2023-02-15,First Class,Customer_120,Home Office,West,Florida,Office Supplies,Binders,23.85,10.0,0.1,4.97,23.85,4.97,0.0298291352320065,0.6923076923076923,0.2,0.3655297532656023,1,2,False,False,False,True,True,False,False,False,2023-02-01,False
ORD-10096,2023-06-06,2023-06-11,Standard Class,Customer_97,Corporate,South,Michigan,Office Supplies,Binders,150.57,11.0,0.1,43.14,150.57,43.14,0.2303568814707267,0.7692307692307693,0.2,0.5501935171746493,1,1,False,False,True,False,False,False,False,True,2023-06-01,False
ORD-10097,2023-01-15,2023-01-20,Second Class,Customer_95,Consumer,South,Michigan,Technology,Phones,551.05,11.0,0.0,264.2,551.05,136.11499999999998,0.8640954532327425,0.7692307692307693,0.0,1.0,2,0,False,False,True,False,False,False,True,False,2023-01-01,True
ORD-10098,2023-03-06,2023-03-10,First Class,Customer_226,Consumer,West,Georgia,Technology,Phones,45.3,14.0,0.15,11.41,45.3,11.41,0.0637726339442899,1.0,0.3,0.3966860183841316,2,0,False,False,False,True,True,False,False,False,2023-03-01,False
